PostID,UserID,PostDateTime,PostContent,Hashtags,PostTopic,Likes,Shares,Comments,UserFollowers,UserFollowing,UserLocation,UserAge,UserGender,SentimentScore
81,2545,9/24/2023 12:24,Incredible performance today—truly a masterclass in sportsmanship. #basketball #football #olympics,"#basketball, #football, #olympics",Sports,58,346,223,75019,390,Lake Ray,41,,
82,2070,12/16/2023 3:26,Political update: Today's debate on election integrity was intense. #policy,#policy,Politics,445,4,11,19799,4494,Nathanton,60,Male,0.82
83,3426,13-06-2023 02:14,Just watched an amazing movie—highly recommend it to all film lovers. #celebrity,#celebrity,Entertainment,112,454,194,11581,2124,Lake Brendaview,14,Male,-0.67
84,2850,8/9/2023 20:43,Lifestyle tips: Small changes can make a big difference in your daily routine. #travel #health,"#travel, #health",Lifestyle,835,201,246,70811,687,North Michael,45,Other,-0.45
85,2119,8/28/2023 10:30,Breaking: A startup's new product is creating major buzz in the tech world. #innovation #AI #startup,"#innovation, #AI, #startup",Technology,754,201,153,83618,4546,Yoderhaven,75,Male,-0.02
86,1957,16-09-2023 12:13,Sports update: The championship match had fans on the edge of their seats. #olympics #football #basketball,"#olympics, #football, #basketball",Sports,821,178,77,31434,4513,New Douglasfurt,51,Male,0.23
87,1102,9/14/2023 20:25,Stay informed: New government policies are reshaping public discourse. #debate #policy,"#debate, #policy",Politics,568,56,139,59352,2440,Karenborough,17,Male,-0.06
88,3939,1/4/2023 3:30,Breaking: A startup's new product is creating major buzz in the tech world. #AI #startup,"#AI, #startup",Technology,488,185,89,83562,4038,Lisastad,64,Female,0.61
89,3901,11/2/2023 11:45,Entertainment buzz: A star-studded event lit up the night. #celebrity,#celebrity,Entertainment,406,91,143,8433,3243,Princeport,64,,
90,2169,11/12/2023 12:35,Exploring new travel destinations and delicious cuisines—life is an adventure. #health,#health,Lifestyle,366,291,71,80096,3986,Lake Ann,41,Male,-0.19
91,2903,3/26/2023 6:36,Stay informed: New government policies are reshaping public discourse. #debate #policy #election,"#debate, #policy, #election",Politics,59,393,176,65725,4331,Jacksonfort,49,Female,-0.92
92,4999,8/9/2023 19:04,Sports update: The championship match had fans on the edge of their seats. #olympics,#olympics,Sports,328,433,262,94197,2416,Lake Karen,20,Male,-0.61
93,4098,4/10/2023 8:49,Lifestyle tips: Small changes can make a big difference in your daily routine. #health,#health,Lifestyle,727,482,270,20890,3052,Lisaborough,32,,
94,2755,8/13/2023 22:48,Sports update: The championship match had fans on the edge of their seats. #football #basketball,"#football, #basketball",Sports,468,226,104,5590,4739,Port Timfort,53,Male,0.86
95,3577,7/28/2023 21:35,Sports update: The championship match had fans on the edge of their seats. #basketball #football,"#basketball, #football",Sports,744,420,71,48155,1615,Port Anthonyfurt,48,Male,0.14
96,1678,8/26/2023 19:22,Just watched an amazing movie—highly recommend it to all film lovers. #celebrity #movies #music,"#celebrity, #movies, #music",Entertainment,566,111,73,77340,842,East Justinmouth,44,Other,0.06
97,2968,7/26/2023 7:06,Lifestyle tips: Small changes can make a big difference in your daily routine. #food #travel #health,"#food, #travel, #health",Lifestyle,884,147,142,98263,3754,Brownbury,17,,
98,1988,2/5/2023 6:27,Sports update: The championship match had fans on the edge of their seats. #football,#football,Sports,719,268,61,17693,2450,Davidburgh,32,Female,-0.7
99,2105,11/6/2023 14:37,Sports update: The championship match had fans on the edge of their seats. #basketball #football,"#basketball, #football",Sports,62,202,145,37846,404,West Christy,34,Other,-0.71
100,3475,5/8/2023 0:13,Celebrity update: The latest music release is topping the charts. #celebrity #movies,"#celebrity, #movies",Entertainment,183,377,45,36092,4251,New Amanda,43,Male,-0.31
101,2607,1/7/2023 12:51,Entertainment buzz: A star-studded event lit up the night. #movies #celebrity,"#movies, #celebrity",Entertainment,310,364,228,37724,3945,Port Philip,53,Male,0.99
102,3869,2/3/2023 7:46,Entertainment buzz: A star-studded event lit up the night. #movies #celebrity #music,"#movies, #celebrity, #music",Entertainment,792,402,104,89813,4563,East Rosefurt,17,,
103,2502,16-09-2023 22:53,Exploring new travel destinations and delicious cuisines—life is an adventure. #health,#health,Lifestyle,537,347,108,22723,4067,East Mark,22,Male,0.36
104,2789,11/3/2023 10:52,Tech update: A breakthrough in AI is set to transform the industry. #innovation #AI,"#innovation, #AI",Technology,176,357,120,91571,4787,Wilsonbury,49,,
105,2185,1/12/2023 15:48,Lifestyle tips: Small changes can make a big difference in your daily routine. #travel #health #food,"#travel, #health, #food",Lifestyle,574,55,42,248,2302,Anthonyview,68,Male,0.11
106,4910,7/9/2023 10:29,What a game! That last-minute goal was simply unforgettable. #olympics #football #basketball,"#olympics, #football, #basketball",Sports,428,300,98,15363,614,West Joycefort,36,Other,-0.39
107,1931,8/2/2023 23:10,Attended an inspiring tech conference—innovations are on the horizon. #innovation #startup,"#innovation, #startup",Technology,72,315,193,24549,3503,Ingramchester,28,,
108,2425,10/19/2023 12:57,Incredible performance today—truly a masterclass in sportsmanship. #football #basketball #olympics,"#football, #basketball, #olympics",Sports,846,451,213,89719,1352,New Brianmouth,14,,
109,4579,13-09-2023 03:26,Entertainment buzz: A star-studded event lit up the night. #music,#music,Entertainment,166,184,228,97238,1800,Lewisshire,27,,
110,2061,10/12/2023 13:02,Entertainment buzz: A star-studded event lit up the night. #music #celebrity,"#music, #celebrity",Entertainment,224,53,184,50677,2640,Lake Allisonton,53,Male,-0.57
111,2978,2/1/2023 7:10,Exploring new travel destinations and delicious cuisines—life is an adventure. #food,#food,Lifestyle,576,36,111,42414,307,Ewinghaven,75,Male,0.22
112,3558,1/31/2023 10:45,What a game! That last-minute goal was simply unforgettable. #football #basketball,"#football, #basketball",Sports,580,210,271,13638,1645,North David,61,Female,0.39
113,3440,2/10/2023 10:44,Entertainment buzz: A star-studded event lit up the night. #celebrity #movies #music,"#celebrity, #movies, #music",Entertainment,951,292,101,92617,1096,Kathrynhaven,38,Male,-0.81
114,3042,16-09-2023 00:53,Just watched an amazing movie—highly recommend it to all film lovers. #music #movies #celebrity,"#music, #movies, #celebrity",Entertainment,8,269,209,51887,2282,North Christopherchester,78,Female,0.62
115,3760,8/3/2023 15:20,Sports update: The championship match had fans on the edge of their seats. #basketball,#basketball,Sports,235,350,226,67999,2644,New Michaelaside,41,Female,0.65
116,3541,9/30/2023 0:03,Entertainment buzz: A star-studded event lit up the night. #music #movies,"#music, #movies",Entertainment,709,219,280,65346,4127,West Maurice,72,Female,0.45
117,4271,30-06-2023 15:02,Entertainment buzz: A star-studded event lit up the night. #celebrity,#celebrity,Entertainment,923,227,21,27608,3634,Mathistown,77,Female,0.37
118,2278,5/8/2023 8:12,Just watched an amazing movie—highly recommend it to all film lovers. #movies #music,"#movies, #music",Entertainment,684,427,247,68743,1690,Katherinestad,52,Female,-0.54
119,2202,1/15/2023 20:59,Exploring new travel destinations and delicious cuisines—life is an adventure. #food,#food,Lifestyle,793,357,158,5728,1761,Bensonfurt,23,Male,0.84
120,3594,25-12-2023 11:03,Just watched an amazing movie—highly recommend it to all film lovers. #celebrity #music,"#celebrity, #music",Entertainment,27,210,228,67087,98,North Jessica,64,,
121,1593,9/22/2023 13:22,Lifestyle tips: Small changes can make a big difference in your daily routine. #food #health #travel,"#food, #health, #travel",Lifestyle,807,297,186,41509,217,Drakeberg,76,Female,-0.63
122,3436,3/1/2023 20:57,Breaking: A startup's new product is creating major buzz in the tech world. #innovation #AI #startup,"#innovation, #AI, #startup",Technology,910,0,142,15280,1903,East Kimberly,15,Female,0.28
123,2421,30-07-2023 16:18,Incredible performance today—truly a masterclass in sportsmanship. #basketball #olympics,"#basketball, #olympics",Sports,645,22,23,12477,3904,Wallsport,23,Male,-0.27
124,4803,1/1/2023 13:36,Lifestyle tips: Small changes can make a big difference in your daily routine. #travel #food #health,"#travel, #food, #health",Lifestyle,26,447,140,43648,3791,Christopherton,40,Female,0.87
125,3205,5/5/2023 20:51,Just watched an amazing movie—highly recommend it to all film lovers. #music #celebrity,"#music, #celebrity",Entertainment,549,283,239,55103,2118,South Danielview,74,Female,-0.08
126,2027,3/17/2023 21:09,What a game! That last-minute goal was simply unforgettable. #basketball #football #olympics,"#basketball, #football, #olympics",Sports,195,495,291,52200,441,South Mark,60,Male,-0.67
127,3214,26-11-2023 01:41,Attended an inspiring tech conference—innovations are on the horizon. #innovation #AI #startup,"#innovation, #AI, #startup",Technology,202,387,81,20419,3000,Tonyberg,40,Female,0.92
128,4539,31-07-2023 14:13,Celebrity update: The latest music release is topping the charts. #celebrity #music,"#celebrity, #music",Entertainment,84,424,47,30785,1499,Cassandrastad,58,Male,0.03
129,1959,6/19/2023 4:09,Just watched an amazing movie—highly recommend it to all film lovers. #music #movies,"#music, #movies",Entertainment,831,187,170,23314,278,Lake Justinland,76,Male,0.04
130,3456,8/9/2023 0:02,Tech update: A breakthrough in AI is set to transform the industry. #AI #startup #innovation,"#AI, #startup, #innovation",Technology,29,17,261,52961,3302,Marthachester,67,Female,-0.23
131,4483,10/2/2023 12:08,Attended an inspiring tech conference—innovations are on the horizon. #AI #startup,"#AI, #startup",Technology,465,446,67,96749,401,West Michelle,14,Other,0.67
132,4275,11/8/2023 13:12,What a game! That last-minute goal was simply unforgettable. #basketball #football,"#basketball, #football",Sports,98,444,13,83309,2322,Jacksonville,28,,
133,3241,5/28/2023 5:07,Incredible performance today—truly a masterclass in sportsmanship. #basketball,#basketball,Sports,898,48,29,49755,4087,Port Sabrina,23,Other,-0.97
134,3282,6/25/2023 11:20,Attended an inspiring tech conference—innovations are on the horizon. #startup,#startup,Technology,189,46,109,97513,283,New Keithstad,15,Female,-0.01
135,3765,7/5/2023 12:51,Entertainment buzz: A star-studded event lit up the night. #celebrity,#celebrity,Entertainment,11,114,211,57203,315,New Lisamouth,67,Female,0.85
136,2173,1/21/2023 2:31,Stay informed: New government policies are reshaping public discourse. #debate #election #policy,"#debate, #election, #policy",Politics,602,38,263,84167,907,New Kelly,54,,
137,4230,5/2/2023 12:35,Political update: Today's debate on election integrity was intense. #policy,#policy,Politics,29,216,201,9757,548,Port Sydney,41,Male,-0.47
138,4350,2/25/2023 7:54,Sports update: The championship match had fans on the edge of their seats. #football #olympics #basketball,"#football, #olympics, #basketball",Sports,724,209,83,4620,926,Schultzton,43,Male,0.48
139,1815,10/8/2023 15:09,Incredible performance today—truly a masterclass in sportsmanship. #football,#football,Sports,37,261,52,36584,2308,Orozcoberg,37,Male,0.55
140,1403,7/8/2023 14:23,Lifestyle tips: Small changes can make a big difference in your daily routine. #health #travel #food,"#health, #travel, #food",Lifestyle,852,210,255,29677,4244,Deleonchester,18,Female,-0.13
141,1892,7/5/2023 12:37,Sports update: The championship match had fans on the edge of their seats. #football #olympics,"#football, #olympics",Sports,571,52,73,47699,1694,Mariaton,72,Female,0.67
142,3725,8/9/2023 0:16,Breaking news: Major policy changes have sparked debates in the parliament. #policy,#policy,Politics,293,459,219,30658,2442,Andersontown,79,Female,-0.66
143,4382,12/10/2023 3:52,Stay informed: New government policies are reshaping public discourse. #debate #election,"#debate, #election",Politics,359,280,142,95305,3374,Parkerview,34,Male,-0.27
144,1067,12/5/2023 5:04,Celebrity update: The latest music release is topping the charts. #movies #celebrity,"#movies, #celebrity",Entertainment,654,354,99,93474,3001,Coxville,53,Male,-0.19
145,4534,11/19/2023 19:42,Just watched an amazing movie—highly recommend it to all film lovers. #celebrity #movies,"#celebrity, #movies",Entertainment,913,320,128,1310,4669,North Dawn,65,,
146,1087,14-02-2023 14:22,Breaking: A startup's new product is creating major buzz in the tech world. #innovation #AI,"#innovation, #AI",Technology,179,132,218,63907,2697,Port Zachary,72,Male,-0.56
147,3264,7/5/2023 8:10,Breaking news: Major policy changes have sparked debates in the parliament. #policy,#policy,Politics,796,448,270,73694,2306,Lake Marystad,51,Other,-0.32
148,3048,11/9/2023 14:33,Tech update: A breakthrough in AI is set to transform the industry. #startup,#startup,Technology,111,263,21,53072,1482,Williamshire,67,Female,-0.96
149,2158,10/31/2023 18:15,Exploring new travel destinations and delicious cuisines—life is an adventure. #health,#health,Lifestyle,741,294,177,43404,530,North Cody,42,Male,0.41
150,2720,7/25/2023 17:02,Lifestyle tips: Small changes can make a big difference in your daily routine. #food,#food,Lifestyle,443,110,47,98335,3020,Chapmanburgh,14,Female,0.37
151,2374,5/18/2023 20:20,Sports update: The championship match had fans on the edge of their seats. #olympics #football,"#olympics, #football",Sports,20,42,116,77099,1715,Lake Jessica,20,Female,-0.1
152,3187,3/24/2023 12:35,Sports update: The championship match had fans on the edge of their seats. #football #olympics,"#football, #olympics",Sports,144,337,178,2943,378,Hallport,75,Female,-0.35
153,3665,22-02-2023 14:39,Incredible performance today—truly a masterclass in sportsmanship. #basketball #olympics #football,"#basketball, #olympics, #football",Sports,498,237,272,79971,3304,South Ryan,71,Other,-0.13
154,3180,6/30/2023 11:39,Tech update: A breakthrough in AI is set to transform the industry. #AI,#AI,Technology,145,378,178,19934,466,North Brenda,40,Female,0.87
155,2643,11/9/2023 22:00,Lifestyle tips: Small changes can make a big difference in your daily routine. #travel #health,"#travel, #health",Lifestyle,440,456,48,93363,2351,West Julia,50,Female,0.21
156,1177,8/26/2023 13:16,Tech update: A breakthrough in AI is set to transform the industry. #startup #AI,"#startup, #AI",Technology,886,388,254,52770,994,Port Cameron,30,Other,0.46
157,3857,8/31/2023 3:07,Incredible performance today—truly a masterclass in sportsmanship. #football #basketball #olympics,"#football, #basketball, #olympics",Sports,420,246,29,72280,2102,Marktown,74,Male,-0.54
158,2381,4/3/2023 10:53,Living my best life—enjoying every moment and embracing wellness. #health #travel,"#health, #travel",Lifestyle,315,3,84,95875,2400,New Ashley,35,Male,-0.81
159,3427,6/1/2023 7:14,Sports update: The championship match had fans on the edge of their seats. #football #basketball #olympics,"#football, #basketball, #olympics",Sports,165,363,276,85880,1029,Hamiltonton,77,Male,-0.83
